ACCIDENT,H4Lvd,,Negativ
ACCIDENTAL,H4Lvd,,
ACCLAIM,H4,Positiv,
ACCLAMATION,H4,Positiv,
ACCOLADE,H4,Positiv,
ACCOMMODATE,H4Lvd,Positiv,
ACCOMMODATION,H4Lvd,Positiv,
ACCOMPANIMENT,H4,Positiv,
ACCOMPANY#1,H4Lvd,,
ACCOMPANY#2,H4Lvd,,
ACCOMPLISH,H4Lvd,Positiv,
ACCOMPLISHMENT,H4Lvd,Positiv,
ACCORD#1,H4Lvd,,
ACCORD#2,H4Lvd,Positiv,
ACCORD#3,H4Lvd,Positiv,
ACCORD#4,H4Lvd,,
ACCORD#5,H4Lvd,Positiv,
ACCORDANCE,H4Lvd,Positiv,
ACCOST,H4,,Negativ
ACCOUNT#1,H4Lvd,,
ACCOUNT#2,H4Lvd,,
ACCOUNT#3,H4Lvd,,
ACCOUNT#4,H4Lvd,,
ACCOUNT#5,H4Lvd,,
ACCOUNT#6,H4Lvd,,
ACCOUNT#7,H4Lvd,,
ACCOUNT#8,H4Lvd,,
ACCOUNTABLE,H4,Positiv,
ACCRUE,H4,Positiv,
ACCUMULATE,H4Lvd,,
ACCUMULATION,H4Lvd,,
ACCURACY,H4Lvd,Positiv,
ACCURATE,H4Lvd,Positiv,
ACCURATENESS,H4,Positiv,
ACCURSED,H4,,Negativ
ACCUSATION,H4,,Negativ
ACCUSE#1,H4Lvd,,Negativ
ACCUSE#2,H4Lvd,,Negativ
ACCUSTOM#1,H4Lvd,,
ACCUSTOM#2,H4Lvd,,
ACHE,H4,,Negativ
ACHIEVE,H4Lvd,Positiv,
ACHIEVEMENT,H4Lvd,Positiv,
ACKNOWLEDGE,H4Lvd,,
ACKNOWLEDGEMENT,H4,Positiv,
ACKNOWLEDGMENT,Lvd,,
ACQUAINT,H4Lvd,Positiv,
ACQUAINTANCE,H4Lvd,Positiv,
ACQUIRE#1,H4Lvd,,
ACQUIRE#2,H4Lvd,,
ACQUISITION,H4Lvd,,
ACQUIT,H4,Positiv,
ACQUITTAL,H4,Positiv,
ACRE,H4Lvd,,
ACRIMONIOUS,H4,,Negativ
ACRIMONY,H4,,Negativ
ACROSS#1,H4Lvd,,
ACROSS#2,H4Lvd,,
ACROSS#3,H4Lvd,,
ACROSS#4,H4Lvd,,
ACROSS#5,H4Lvd,,
ACT#1,H4Lvd,,
ACT#2,H4Lvd,,
ACT#3,H4Lvd,,
ACT#4,H4Lvd,,
ACTION,H4Lvd,,
ACTIVE#1,H4Lvd,,
ACTIVE#2,H4Lvd,,
ACTIVITY,H4Lvd,,
ACTOR,H4Lvd,,
ACTUAL#1,H4Lvd,Positiv,
ACTUAL#2,H4Lvd,Positiv,
ACTUALITY,H4Lvd,Positiv,
ACUTE,H4Lvd,,
ADAMANT,H4,Positiv,
ADAPT,H4Lvd,,
ADAPTABILITY,H4,Positiv,
ADAPTABLE,H4,Positiv,
ADAPTATION,H4,Positiv,
ADAPTIVE,H4,Positiv,
ADD#1,H4Lvd,,
ADD#2,H4Lvd,,
ADDICT,H4,,Negativ
ADDICTION,H4,,Negativ
ADDITION#1,H4Lvd,,
ADDITION#2,H4Lvd,,
ADDITIONAL,H4Lvd,,
ADDRESS#1,H4Lvd,,
ADDRESS#2,H4Lvd,,
ADDRESS#3,H4Lvd,,
ADEN,Lvd,,
ADEPT,H4Lvd,Positiv,
ADEPTNESS,H4,Positiv,
ADEQUATE,H4Lvd,Positiv,
ADHERE,H4Lvd,,
ADHERENCE,H4Lvd,Positiv,
ADHERENT,H4,Positiv,
ADHESION,H4,Positiv,
ADHESIVE,H4,Positiv,
ADJACENT,H4Lvd,,
ADJOIN,H4Lvd,,
ADJOURNMENT,H4Lvd,,
ADJUDICATION,H4Lvd,,
ADJUNCT,H4,Positiv,
ADJUST#1,H4Lvd,,
ADJUST#2,H4Lvd,Positiv,
ADJUSTABLE,H4,Positiv,
ADJUSTMENT,H4Lvd,Positiv,
ADMINISTER,H4Lvd,,
ADMINISTRATION#1,H4Lvd,,
ADMINISTRATION#2,H4Lvd,,
ADMINISTRATIVE,H4Lvd,,
ADMINISTRATOR,H4Lvd,,
ADMIRABLE,H4Lvd,Positiv,
ADMIRAL#1,Lvd,,
ADMIRAL#2,Lvd,,
ADMIRATION,H4Lvd,Positiv,
ADMIRE,H4Lvd,Positiv,
ADMIRER,H4,Positiv,
ADMISSIBLE,H4Lvd,,
ADMISSION,H4Lvd,,
ADMIT#1,H4Lvd,Positiv,
ADMIT#2,H4Lvd,Positiv,
ADMIT#3,H4Lvd,Positiv,
ADMITTANCE,H4,Positiv,
ADMONISH,H4,,Negativ
ADMONITION,H4,,Negativ
ADOLESCENT,Lvd,,
ADOPT#1,H4Lvd,,
ADOPT#2,H4Lvd,,
ADOPTION,Lvd,,
ADORABLE,H4,Positiv,
ADORE,H4,Positiv,
ADORN,H4,Positiv,
ADORNMENT,H4,Positiv,
ADROIT,H4,Positiv,
ADROITLY,H4,Positiv,
ADULATION,H4,Positiv,
ADULT#1,H4Lvd,,
ADULT#2,H4Lvd,Positiv,
ADULTERATE,H4,,Negativ
ADULTERATION,H4,,Negativ
ADULTERY,H4,,Negativ
ADVANCE#1,H4Lvd,Positiv,
ADVANCE#2,H4Lvd,Positiv,
ADVANCE#3,H4Lvd,Positiv,
ADVANCE#4,H4Lvd,,
ADVANCEMENT,H4Lvd,Positiv,
ADVANTAGE,H4Lvd,Positiv,
ADVANTAGEOUS,H4Lvd,Positiv,
ADVENT,H4,Positiv,
ADVENTURE,H4Lvd,,
ADVENTURESOME,H4,Positiv,
ADVENTUROUS,H4Lvd,Positiv,
ADVERSARY,H4Lvd,,Negativ
ADVERSE,H4Lvd,,Negativ
ADVERSITY,H4,,Negativ
ADVICE,H4Lvd,,
ADVISABLE,H4Lvd,Positiv,
ADVISE,H4Lvd,,
ADVISER,H4Lvd,,
ADVISOR,H4Lvd,,
ADVISORY,H4Lvd,,
ADVOCACY,H4Lvd,Positiv,
ADVOCATE#1,H4Lvd,,
ADVOCATE#2,H4Lvd,,
AESTHETIC,H4Lvd,,
AFFABILITY,H4,Positiv,
AFFABLE,H4,Positiv,
AFFAIR#1,H4Lvd,,
AFFAIR#2,H4Lvd,,
AFFAIR#3,H4Lvd,,
AFFECT,H4Lvd,,
AFFECTATION,H4,,Negativ
AFFECTION,H4Lvd,Positiv,
AFFECTIONATE,H4Lvd,Positiv,
AFFILIATE,H4Lvd,Positiv,
AFFILIATION,H4,Positiv,
AFFINITY,H4,Positiv,
AFFIRM,H4Lvd,Positiv,
AFFIRMANCE,Lvd,,
AFFIRMATION,H4,Positiv,
AFFIRMATIVE,H4,Positiv,
AFFIX,H4,Positiv,
AFFLICT,H4Lvd,,Negativ
AFFLICTION,H4Lvd,,Negativ
AFFLUENCE,H4Lvd,Positiv,
AFFLUENT,H4,Positiv,
AFFORD#1,H4Lvd,,
AFFORD#2,H4Lvd,,
AFGHANISTAN,Lvd,,
AFLOAT,H4,Positiv,
AFRAID#1,H4Lvd,,
AFRAID#2,H4Lvd,,Negativ
AFRICA,H4Lvd,,
AFRICAN,H4Lvd,,
AFTER#1,H4Lvd,,
AFTER#2,H4Lvd,,
AFTER#3,H4Lvd,,
AFTERNOON,H4Lvd,,
AFTERWARD,H4Lvd,,
AGAIN#1,H4Lvd,,
AGAIN#2,H4Lvd,,
AGAIN#3,H4Lvd,,
AGAINST,H4Lvd,,Negativ
AGE#1,H4Lvd,,
AGE#2,H4Lvd,,
AGE#3,H4Lvd,,
AGE#4,H4Lvd,,
AGENCY,H4Lvd,,
AGENT,H4Lvd,,
AGGRAVATE,H4Lvd,,Negativ
AGGRAVATION,H4Lvd,,Negativ
AGGREGATE,H4,Positiv,
AGGREGATION,H4,Positiv,
AGGRESSION,H4Lvd,,Negativ
AGGRESSIVE,H4Lvd,,Negativ
AGGRESSIVENESS,H4Lvd,,Negativ
AGGRESSOR,H4Lvd,,Negativ
AGGRIEVE,H4,,Negativ
AGHAST,H4,,Negativ
AGILE,H4,Positiv,
AGILITY,H4,Positiv,
AGITATE,H4Lvd,,Negativ
AGITATION,H4Lvd,,Negativ
AGITATOR,H4,,Negativ
AGO,H4Lvd,,
AGONIZE,H4,,Negativ
AGONY,H4Lvd,,Negativ
AGRARIAN,Lvd,,
AGREE#1,H4Lvd,,
AGREE#2,H4Lvd,,
AGREEABLE,H4Lvd,Positiv,
AGREEMENT,H4Lvd,Positiv,
AGRICULTURAL,H4Lvd,,
AGRICULTURE,H4Lvd,,
AHEAD,H4Lvd,,
AID#1,H4Lvd,Positiv,
AID#2,H4Lvd,Positiv,
AID#3,H4Lvd,,
AIDE,H4Lvd,,
AIL,H4,,Negativ
AILMENT,H4,,Negativ
AIM#1,H4Lvd,,
AIM#2,H4Lvd,,
AIMLESS,H4Lvd,,Negativ
AIN'T,H4Lvd,,
AIR#1,H4Lvd,,
AIR#2,H4Lvd,,
AIR#3,H4Lvd,,
AIR#4,H4Lvd,,
AIR#5,H4Lvd,,
AIR#6,H4Lvd,,
AIR#7,H4Lvd,,
AIRCRAFT,H4Lvd,,
AIRPLANE,H4Lvd,,
AIRPORT,H4Lvd,,
AKIN,H4Lvd,,
ALABAMA,Lvd,,
ALARM#1,H4Lvd,,
ALARM#2,H4Lvd,,Negativ
ALARMING,H4,,Negativ
ALAS,H4,,Negativ
ALASKA,H4Lvd,,
ALBANIA,Lvd,,
ALBUM,H4Lvd,,
ALCOHOLIC,H4Lvd,,
ALERT,H4Lvd,,
ALERTNESS,H4,Positiv,
ALGERIA,Lvd,,
ALGIERS,Lvd,,
ALIBI,H4,,Negativ
ALIEN,H4Lvd,,Negativ
ALIENATE,H4,,Negativ
ALIENATION,H4Lvd,,Negativ
ALIGHT,H4,Positiv,
ALIGN#1,Lvd,,
ALIGN#2,Lvd,,
ALIKE,H4Lvd,,
ALIVE,H4Lvd,Positiv,
ALL#1,H4Lvd,,
ALL#10,Lvd,,
ALL#11,Lvd,,
ALL#12,Lvd,,
ALL#13,Lvd,,
ALL#2,H4Lvd,,
ALL#3,H4Lvd,,
ALL#4,H4Lvd,,
ALL#5,H4Lvd,,
ALL#6,H4Lvd,,
ALL#7,H4Lvd,,
ALL#8,H4Lvd,,
ALL#9,H4Lvd,,
ALL#_10,H4,,
ALL#_11,H4,,
ALL#_12,H4,,
ALL#_13,H4,,
ALLEDGE,Lvd,,
ALLEGATION,H4Lvd,,Negativ
ALLEGE,H4,,Negativ
ALLEGIANCE,H4Lvd,Positiv,
ALLEVIATE,H4Lvd,Positiv,
ALLIANCE,H4Lvd,Positiv,
ALLIED,H4Lvd,Positiv,
ALLIES,H4,Positiv,
ALLOCATION,H4Lvd,,
ALLOT,H4Lvd,,
ALLOTMENT,H4Lvd,,
ALLOW#1,H4Lvd,Positiv,
ALLOW#2,H4Lvd,,
ALLOWABLE,H4,Positiv,
ALLOWANCE,H4Lvd,Positiv,
ALLURE,H4,Positiv,
ALLUSION,H4Lvd,,
ALLY#1,H4Lvd,Positiv,
ALLY#2,H4Lvd,,
ALMIGHTY,H4Lvd,Positiv,
ALMOST,H4Lvd,,
ALONE#1,H4Lvd,,
ALONE#2,H4Lvd,,
ALONE#3,H4Lvd,,
ALONG#1,H4Lvd,,
ALONG#2,H4Lvd,,
ALONG#3,H4Lvd,,
ALONG#4,H4Lvd,,
ALONGSIDE,H4Lvd,,
ALOOF,H4,,Negativ
ALOUD,H4Lvd,,
ALREADY,H4Lvd,,
ALRIGHT,H4,,
ALSO,H4Lvd,,
ALTER,H4Lvd,,
ALTERATION,H4Lvd,,
ALTERCATION,H4,,Negativ
ALTERNATE#1,H4Lvd,,
ALTERNATE#2,H4Lvd,,
ALTERNATIVE,H4Lvd,,
ALTHOUGH,H4Lvd,,
ALTOGETHER,H4Lvd,,
ALTRUISTIC,H4,Positiv,
ALUMINIUM#1,H4,,
ALUMINUM,H4Lvd,,
ALWAYS,H4Lvd,,
AM#1,H4Lvd,,
AM#2,H4Lvd,,
AM#3,H4Lvd,,
AMATEUR,H4Lvd,,
AMAZE#1,H4Lvd,,
AMAZE#2,H4Lvd,,
AMAZEMENT,H4,Positiv,
AMAZING,H4,Positiv,
AMBASSADOR,H4Lvd,,
AMBIGUITY,H4Lvd,,Negativ
AMBIGUOUS,H4Lvd,,Negativ
AMBITION,H4Lvd,,
AMBITIOUS,H4Lvd,,
AMBIVALENT,H4Lvd,,Negativ
AMBULANCE,Lvd,,
AMBUSH#1,H4Lvd,,Negativ
AMBUSH#2,H4Lvd,,Negativ
AMELIORATE,H4Lvd,Positiv,
AMELIORATION,Lvd,,
AMEN,H4,,
AMENABLE,H4,Positiv,
AMEND#1,H4Lvd,,
AMEND#2,H4Lvd,,
AMENDMENT,H4Lvd,,
AMENITY,H4Lvd,Positiv,
AMERICA,H4Lvd,,
AMERICAN,H4Lvd,,
AMIABILITY,H4,Positiv,
AMIABLE,H4,Positiv,
AMICABLE,H4Lvd,Positiv,
AMID,H4Lvd,,
AMIDST,H4Lvd,,
AMISS,H4Lvd,,Negativ
AMMUNITION,H4Lvd,,
AMNESTY,H4,Positiv,
AMONG,H4Lvd,,
AMOUNT#1,H4Lvd,,
AMOUNT#2,H4Lvd,,
AMOUR,H4,Positiv,
AMPLE,H4Lvd,Positiv,
AMPLIFY,H4,Positiv,
AMPLY,H4,Positiv,
AMPUTATE,H4,,Negativ
AMUSE,H4Lvd,Positiv,
AMUSEMENT,H4Lvd,Positiv,
AN,H4Lvd,,
ANALOGOUS,H4Lvd,,
ANALOGY,Lvd,,
ANALYSE#1,H4,,
ANALYSIS,H4Lvd,,
ANALYST,Lvd,,
ANALYTIC,H4Lvd,,
ANALYTICAL,H4Lvd,,
ANALYZE,H4Lvd,,
ANARCHIST,H4,,Negativ
ANARCHY,H4Lvd,,Negativ
ANCESTOR,H4Lvd,,
ANCHOR#1,H4Lvd,,
ANCHOR#2,H4Lvd,,
ANCIENT,H4Lvd,,
AND,H4Lvd,,
ANECDOTE,H4Lvd,,
ANEW,H4Lvd,,
ANGEL,H4,Positiv,
ANGELIC,H4,Positiv,
ANGER#1,H4Lvd,,Negativ
ANGER#2,H4Lvd,,Negativ
ANGLE,H4Lvd,,
ANGOLA,Lvd,,
ANGRY,H4Lvd,,Negativ
ANGUISH,H4Lvd,,Negativ
ANIMAL,H4Lvd,,
ANIMATE,Lvd,,
ANIMATION,H4Lvd,,
ANIMOSITY,H4Lvd,,Negativ
ANKLE,H4Lvd,,
ANNALS,Lvd,,
ANNIHILATE,H4,,Negativ
ANNIHILATION,H4,,Negativ
ANNIVERSARY,H4Lvd,,
ANNOUNCE#1,H4Lvd,,
ANNOUNCE#2,H4Lvd,,
ANNOUNCEMENT,H4Lvd,,
ANNOY,H4Lvd,,Negativ
ANNOYANCE,H4Lvd,,Negativ
ANNUAL,H4Lvd,,
ANNUITY,Lvd,,
ANOINT,H4,Positiv,
ANOMALOUS,H4,,Negativ
ANOMALY,H4Lvd,,Negativ
ANONYMOUS,H4Lvd,,
ANOTHER#1,H4Lvd,,
ANOTHER#2,H4Lvd,,
ANOTHER#3,H4Lvd,,
ANSWER#1,H4Lvd,,
ANSWER#2,H4Lvd,,
ANSWERABLE,Lvd,,
ANT,H4Lvd,,
ANTAGONISE#1,H4,,
ANTAGONISM,H4Lvd,,Negativ
ANTAGONIST,H4,,Negativ
ANTAGONISTIC,H4Lvd,,Negativ
ANTAGONIZE,H4Lvd,,Negativ
ANTARCTICA,Lvd,,
ANTI-SOCIAL,H4,,Negativ
ANTI-TRUST,H4Lvd,,
ANTICIPATE,H4Lvd,,
ANTICIPATION,H4Lvd,,
ANTIPATHY,H4,,Negativ
ANTIQUATED,H4,,Negativ
ANTITRUST,H4,,Negativ
ANXIETY,H4Lvd,,Negativ
ANXIOUS#1,H4Lvd,,
ANXIOUS#2,H4Lvd,,Negativ
ANXIOUS#3,H4Lvd,,Negativ
ANXIOUSNESS,H4Lvd,,Negativ
ANY#1,H4Lvd,,
ANY#2,H4Lvd,,
ANY#3,H4Lvd,,
ANY#4,H4Lvd,,
ANY#5,H4Lvd,,
ANYBODY,H4Lvd,,
ANYHOW,H4Lvd,,
ANYMORE,H4Lvd,,
ANYONE,H4Lvd,,
ANYTHING,H4Lvd,,
ANYWAY,H4Lvd,,
ANYWHERE,H4Lvd,,
APART#1,H4Lvd,,
APART#2,H4Lvd,,
APART#3,H4Lvd,,
APARTMENT,H4Lvd,,
APATHETIC,H4,,Negativ
APATHY,H4,,Negativ
APOCALYPSE,H4,Positiv,
APOLOGETIC,H4,,
APOLOGIZE,H4Lvd,,
APOLOGY,H4Lvd,,
APPALL#1,H4Lvd,,Negativ
APPALL#2,H4Lvd,,Negativ
APPARATUS,H4Lvd,,
APPARENT#1,H4Lvd,,
APPARENT#2,H4Lvd,,
APPEAL#1,H4Lvd,,
APPEAL#2,H4Lvd,,
APPEAL#3,H4Lvd,Positiv,
APPEAR#1,H4Lvd,,
APPEAR#2,H4Lvd,,
APPEARANCE,H4Lvd,,
APPEASE,H4Lvd,Positiv,
APPEASEMENT,Lvd,,
APPEND,H4,Positiv,
APPERTAIN,Lvd,,
APPETITE,H4Lvd,,
APPLAUD,H4,Positiv,
APPLAUSE,H4Lvd,Positiv,
APPLICABLE,H4Lvd,,
APPLICANT,H4Lvd,,
APPLICATION,H4Lvd,,
APPLY#1,H4Lvd,,
APPLY#2,H4Lvd,,
APPLY#3,H4Lvd,,
APPLY#4,H4Lvd,,
APPOINT#1,H4Lvd,Positiv,
APPOINT#2,H4Lvd,Positiv,
APPOINTMENT,H4Lvd,,
APPRAISAL,H4Lvd,,
APPRAISE,Lvd,,
APPRECIABLE,H4Lvd,Positiv,
APPRECIATE,H4Lvd,Positiv,
APPRECIATION,H4Lvd,Positiv,
APPRECIATIVE,H4,Positiv,
APPREHEND,H4Lvd,Positiv,
APPREHENSION,H4Lvd,,Negativ
APPREHENSIVE,H4,,Negativ
APPROACH#1,H4Lvd,Positiv,
APPROACH#2,H4Lvd,Positiv,
APPROPRIATE#1,H4Lvd,Positiv,
APPROPRIATE#2,H4Lvd,,
APPROPRIATION,H4Lvd,,
APPROVAL,H4Lvd,Positiv,
APPROVE#1,H4Lvd,Positiv,
APPROVE#2,H4Lvd,Positiv,
APPROXIMATE,H4Lvd,,
APPROXIMATELY,H4Lvd,,
APRIL,H4Lvd,,
APT,H4Lvd,Positiv,
APTITUDE,H4,Positiv,
ARAB,Lvd,,
ARABIA,Lvd,,
ARBITER,H4,Positiv,
ARBITRARY,H4Lvd,,Negativ
ARBITRATE,H4Lvd,Positiv,
ARBITRATION,H4Lvd,Positiv,
ARBITRATOR,Lvd,,
ARCH#1,H4Lvd,,
ARCH#2,H4Lvd,,
ARCHITECT,H4Lvd,,
ARCHITECTURE,H4Lvd,,
ARDENT,H4Lvd,Positiv,
ARDOUR,Lvd,,
ARDUOUS,H4Lvd,,Negativ
ARE#1,H4Lvd,,
ARE#2,H4Lvd,,
ARE#3,H4Lvd,,
ARE#4,H4Lvd,,
AREA,H4Lvd,,
ARENA,H4Lvd,,
ARGENTINE,Lvd,,
ARGUE#1,H4Lvd,,Negativ
ARGUE#2,H4Lvd,,
ARGUMENT#1,H4Lvd,,Negativ
ARGUMENT#2,H4Lvd,,
ARID,Lvd,,
ARISE,H4Lvd,,
ARISEN,H4Lvd,Positiv,
ARISTOCRACY,H4,Positiv,
ARISTOCRAT,H4,Positiv,
ARISTOCRATIC,H4,Positiv,
ARIZONA,Lvd,,
ARKANSAS,Lvd,,
ARM#1,H4Lvd,,
ARM#2,H4Lvd,,
ARM#3,H4Lvd,,
ARMAMENT,Lvd,,
ARMED#1,H4Lvd,,
ARMED#2,H4Lvd,,
ARMISTICE,H4Lvd,,
ARMY,H4Lvd,,
AROSE,H4Lvd,,
AROUND,H4Lvd,,
AROUSE#1,H4,,
ARRANGE#1,H4Lvd,,
ARRANGE#2,H4Lvd,,
ARRANGEMENT,H4Lvd,,
ARREST#1,H4Lvd,,Negativ
ARREST#2,H4Lvd,,Negativ
ARREST#3,H4Lvd,Positiv,
ARRIVAL,H4Lvd,,
ARRIVE,H4Lvd,,
ARROGANCE,H4,,Negativ
ARROGANT,H4Lvd,,Negativ
ARROW,H4Lvd,,
ARSENAL,Lvd,,
ART#1,H4Lvd,Positiv,
ART#2,H4Lvd,,
ART#3,H4Lvd,,
ART#4,H4Lvd,Positiv,
ARTERY,H4Lvd,,
ARTICLE,H4Lvd,,
ARTICULATE#1,H4Lvd,,
ARTICULATE#2,H4Lvd,,
ARTIFICIAL,H4Lvd,,Negativ
ARTIST,H4Lvd,,
ARTISTIC,H4Lvd,,
AS#1,H4Lvd,,
AS#10,Lvd,,
AS#11,Lvd,,
AS#12,Lvd,,
AS#2,H4Lvd,,
AS#3,H4Lvd,,
AS#4,H4Lvd,,
AS#5,H4Lvd,,
AS#6,H4Lvd,,
AS#7,H4Lvd,,
AS#8,H4Lvd,,
AS#9,H4Lvd,,
AS#_10,H4,,
AS#_11,H4,,
AS#_12,H4,,
ASCEND,H4Lvd,,
ASCENDANCY,Lvd,,
ASCENDANT,Lvd,,
ASCENT,H4Lvd,,
ASCERTAIN,H4Lvd,,
ASCERTAINMENT,H4Lvd,,
ASCRIBE,H4Lvd,Positiv,
ASH,H4Lvd,,
ASHAMED,H4Lvd,,Negativ
ASIA,H4Lvd,,
ASIDE#1,H4Lvd,,
ASIDE#2,H4Lvd,,
ASK#1,H4Lvd,,
ASK#2,H4Lvd,,
ASLEEP,H4Lvd,,
ASPECT,H4Lvd,,
ASPIRATION,H4,Positiv,
ASPIRE,H4Lvd,Positiv,
ASS,H4Lvd,,
ASSAIL,H4Lvd,,Negativ
ASSAILANT,H4,,Negativ
ASSASSIN,H4,,Negativ
ASSASSINATE,H4,,Negativ
ASSASSINATION,Lvd,,
ASSAULT#1,H4Lvd,,Negativ
ASSAULT#2,H4Lvd,,Negativ
ASSEMBLE,H4Lvd,,
ASSEMBLY,H4Lvd,,
ASSENT,H4Lvd,Positiv,
ASSERT,H4Lvd,,
ASSERTION,H4,Positiv,
ASSERTIVE,Lvd,,
ASSESS,Lvd,,
ASSESSMENT,H4Lvd,,
ASSESSOR,H4Lvd,,
ASSET,H4Lvd,Positiv,
ASSIGN#1,H4Lvd,,
ASSIGN#2,H4Lvd,,
ASSIGNMENT,H4Lvd,,
ASSIMILATE,H4Lvd,,
ASSIST#1,H4Lvd,Positiv,
ASSIST#2,H4Lvd,Positiv,
ASSISTANCE,H4Lvd,Positiv,
ASSISTANT,H4Lvd,Positiv,
ASSOCIATE#1,H4Lvd,Positiv,
ASSOCIATE#2,H4Lvd,Positiv,
ASSOCIATE#3,H4Lvd,Positiv,
ASSOCIATION#1,H4Lvd,Positiv,
ASSOCIATION#2,H4Lvd,Positiv,
ASSUME#1,H4Lvd,,
ASSUME#2,H4Lvd,,
ASSUMPTION,H4Lvd,,
ASSURANCE,H4Lvd,Positiv,
ASSURE#1,H4Lvd,Positiv,
ASSURE#2,H4Lvd,Positiv,
ASSURE#3,H4Lvd,Positiv,
ASSUREDLY,H4Lvd,Positiv,
ASSUREDNESS,H4Lvd,,
ASTONISH#1,H4Lvd,,
ASTONISH#2,H4Lvd,,
ASTOUND,H4,Positiv,
ASTRAY,H4,,Negativ
ASTRONOMICAL,H4Lvd,,
ASTRONOMY,H4Lvd,,
ASTUTE,H4,Positiv,
ASUNDER,H4,,Negativ
AT,H4Lvd,,
ATE,H4Lvd,,
ATHLETIC,H4Lvd,Positiv,
ATLANTIC,H4Lvd,,
ATLANTIC-ALIANCE,Lvd,,
ATLANTIC-COMMUNITY,Lvd,,
ATLANTIC-PACT,Lvd,,
ATLAS,H4Lvd,,
ATMOSPHERE,H4Lvd,,
ATOM,H4Lvd,,
ATOMIC,H4Lvd,,
ATOP,H4Lvd,,
ATROCIOUS,H4Lvd,,Negativ
ATROPHY,H4Lvd,,Negativ
ATTACH,H4Lvd,,
ATTACHMENT,H4Lvd,Positiv,
ATTACK#1,H4Lvd,,Negativ
ATTACK#2,H4Lvd,,Negativ
ATTACK#3,H4Lvd,,Negativ
ATTACKER,H4Lvd,,
ATTAIN,H4Lvd,Positiv,
ATTAINABLE,Lvd,,
ATTAINMENT,H4Lvd,Positiv,
ATTEMPT#1,H4Lvd,,
ATTEMPT#2,H4Lvd,,
ATTEMPT#3,H4Lvd,,
ATTEND#1,H4Lvd,Positiv,
ATTEND#2,H4Lvd,,
ATTENDANCE,H4Lvd,Positiv,
ATTENDANT,H4Lvd,,
ATTENTION,H4Lvd,,
ATTENTIVE,H4Lvd,Positiv,
ATTEST,H4Lvd,,
ATTIC,H4Lvd,,
ATTITUDE,H4Lvd,,
ATTORNEY,H4Lvd,,
ATTRACT,H4Lvd,Positiv,
ATTRACTION,H4Lvd,Positiv,
ATTRACTIVE,H4Lvd,Positiv,
ATTRACTIVENESS,H4,Positiv,
ATTRIBUTE#1,H4Lvd,,
ATTRIBUTE#2,H4Lvd,,
ATTUNE,H4,Positiv,
AUCTION,H4Lvd,,
AUDACIOUS,H4,,Negativ
AUDACITY,H4,,Negativ
AUDIBLE,H4,Positiv,
AUDIENCE,H4Lvd,,
AUDITOR,H4Lvd,,
AUGMENT,H4Lvd,Positiv,
AUGMENTATION,H4,Positiv,
AUGUST,H4Lvd,,
AUNT,H4Lvd,,
